time	live	death
3608	0	10000
3610	0	10000
3612	0	10000
3614	0	10000
3616	0	10000
3618	0	10000
3620	0	10000
3622	0	10000
3624	0	10000
3626	0	10000
3628	0	10000
3630	0	10000
3632	0	10000
3634	0	10000
3636	0	10000
3638	0	10000
3640	0	10000
3642	0	10000
3644	0	10000
3646	0	10000
3648	0	10000
3650	0	10000
3652	0	10000
3654	0	10000
3656	0	10000
3658	0	10000
3660	0	10000
3662	0	10000
3664	0	10000
3666	0	10000
3668	0	10000
3670	0	10000
3672	0	10000
3674	0	10000
3676	0	10000
3678	0	10000
3680	0	10000
3682	0	10000
3684	0	10000
3686	0	10000
3688	0	10000
3690	0	10000
3692	0	10000
3694	0	10000
3696	0	10000
3698	0	10000
3700	0	10000
3702	0	10000
3704	0	10000
3706	0	10000
3708	0	10000
3710	0	10000
3712	0	10000
3714	0	10000
3716	0	10000
3718	0	10000
3720	0	10000
3722	0	10000
3724	0	10000
3726	0	10000
3728	0	10000
3730	0	10000
3732	0	10000
3734	0	10000
3736	0	10000
3738	0	10000
3740	0	10000
3742	0	10000
3744	0	10000
3746	0	10000
3748	0	10000
3750	0	10000
3752	0	10000
3754	0	10000
3756	0	10000
3758	0	10000
3760	0	10000
3762	0	10000
3764	0	10000
3766	0	10000
3768	0	10000
3770	0	10000
3772	0	10000
3774	0	10000
3776	0	10000
3778	0	10000
3780	0	10000
3782	0	10000
3784	0	10000
3786	0	10000
3788	0	10000
3790	0	10000
3792	0	10000
3794	0	10000
3796	0	10000
3798	0	10000
3800	0	10000
3802	0	10000
3804	0	10000
3806	0	10000
3808	0	10000
3810	0	10000
3812	0	10000
3814	0	10000
3816	0	10000
3818	0	10000
3820	0	10000
3822	0	10000
3824	0	10000
3826	0	10000
3828	0	10000
3830	0	10000
3832	0	10000
3834	0	10000
3836	0	10000
3838	0	10000
3840	0	10000
3842	0	10000
3844	0	10000
3846	0	10000
3848	0	10000
3850	0	10000
3852	0	10000
3854	0	10000
3856	0	10000
3858	0	10000
3860	0	10000
3862	0	10000
3864	0	10000
3866	0	10000
3868	0	10000
3870	0	10000
3872	0	10000
3874	0	10000
3876	0	10000
3878	0	10000
3880	0	10000
3882	0	10000
3884	0	10000
3886	0	10000
3888	0	10000
3890	0	10000
3892	0	10000
3894	0	10000
3896	0	10000
3898	0	10000
3900	0	10000
3902	0	10000
3904	0	10000
3906	0	10000
3908	0	10000
3910	0	10000
3912	0	10000
3914	0	10000
3916	0	10000
3918	0	10000
3920	0	10000
3922	0	10000
3924	0	10000
3926	0	10000
3928	0	10000
3930	0	10000
3932	0	10000
3934	0	10000
3936	0	10000
3938	0	10000
3940	0	10000
3942	0	10000
3944	0	10000
3946	0	10000
3948	0	10000
3950	0	10000
3952	0	10000
3954	0	10000
3956	0	10000
3958	0	10000
3960	0	10000
3962	0	10000
3964	0	10000
3966	0	10000
3968	0	10000
3970	0	10000
3972	0	10000
3974	0	10000
3976	0	10000
3978	0	10000
3980	0	10000
3982	0	10000
3984	0	10000
3986	0	10000
3988	0	10000
3990	0	10000
3992	0	10000
3994	0	10000
3996	0	10000
3998	0	10000
4000	0	10000
4002	0	10000
4004	0	10000
4006	0	10000
4008	0	10000
4010	0	10000
4012	0	10000
4014	0	10000
4016	0	10000
4018	0	10000
4020	0	10000
4022	0	10000
4024	0	10000
4026	0	10000
4028	0	10000
4030	0	10000
4032	0	10000
4034	0	10000
4036	0	10000
4038	0	10000
4040	0	10000
4042	0	10000
4044	0	10000
4046	0	10000
4048	0	10000
4050	0	10000
4052	0	10000
4054	0	10000
4056	0	10000
4058	0	10000
4060	0	10000
4062	0	10000
4064	0	10000
4066	0	10000
4068	0	10000
4070	0	10000
4072	0	10000
4074	0	10000
4076	0	10000
4078	0	10000
4080	0	10000
4082	0	10000
4084	0	10000
4086	0	10000
4088	0	10000
4090	0	10000
4092	0	10000
4094	0	10000
4096	0	10000
4098	0	10000
4100	0	10000
4102	0	10000
4104	0	10000
4106	0	10000
4108	0	10000
4110	0	10000
4112	0	10000
4114	0	10000
4116	0	10000
4118	0	10000
4120	0	10000
4122	0	10000
4124	0	10000
4126	0	10000
4128	0	10000
4130	0	10000
4132	0	10000
4134	0	10000
4136	0	10000
4138	0	10000
4140	0	10000
4142	0	10000
4144	0	10000
4146	0	10000
4148	0	10000
4150	0	10000
4152	0	10000
4154	0	10000
4156	0	10000
4158	0	10000
4160	0	10000
4162	0	10000
4164	0	10000
4166	0	10000
4168	0	10000
4170	0	10000
4172	0	10000
4174	0	10000
4176	0	10000
4178	0	10000
4180	0	10000
4182	0	10000
4184	0	10000
4186	0	10000
4188	0	10000
4190	0	10000
4192	0	10000
4194	0	10000
4196	0	10000
4198	0	10000
4200	0	10000
4202	0	10000
4204	0	10000
4206	0	10000
4208	0	10000
4210	0	10000
4212	0	10000
4214	0	10000
4216	0	10000
4218	0	10000
4220	0	10000
4222	0	10000
4224	0	10000
4226	0	10000
4228	0	10000
4230	0	10000
4232	0	10000
4234	0	10000
4236	0	10000
4238	0	10000
4240	0	10000
4242	0	10000
4244	0	10000
4246	0	10000
4248	0	10000
4250	0	10000
4252	0	10000
4254	0	10000
4256	0	10000
4258	0	10000
4260	0	10000
4262	0	10000
4264	0	10000
4266	0	10000
4268	0	10000
4270	0	10000
4272	0	10000
4274	0	10000
4276	0	10000
4278	0	10000
4280	0	10000
4282	0	10000
4284	0	10000
4286	0	10000
4288	0	10000
4290	0	10000
4292	0	10000
4294	0	10000
4296	0	10000
4298	0	10000
4300	0	10000
4302	0	10000
4304	0	10000
4306	0	10000
4308	0	10000
4310	0	10000
4312	0	10000
4314	0	10000
4316	0	10000
4318	0	10000
4320	0	10000
4322	0	10000
4324	0	10000
4326	0	10000
4328	0	10000
4330	0	10000
4332	0	10000
4334	0	10000
4336	0	10000
4338	0	10000
4340	0	10000
4342	0	10000
4344	0	10000
4346	0	10000
4348	0	10000
4350	0	10000
4352	0	10000
4354	0	10000
4356	0	10000
4358	0	10000
4360	0	10000
4362	0	10000
4364	0	10000
4366	0	10000
4368	0	10000
4370	0	10000
4372	0	10000
4374	0	10000
4376	0	10000
4378	0	10000
4380	0	10000
4382	0	10000
4384	0	10000
4386	0	10000
4388	0	10000
4390	0	10000
4392	0	10000
4394	0	10000
4396	0	10000
4398	0	10000
4400	0	10000
4402	0	10000
4404	0	10000
4406	0	10000
4408	0	10000
4410	0	10000
4412	0	10000
4414	0	10000
4416	0	10000
4418	0	10000
4420	0	10000
4422	0	10000
4424	0	10000
4426	0	10000
4428	0	10000
4430	0	10000
4432	0	10000
4434	0	10000
4436	0	10000
4438	0	10000
4440	0	10000
4442	0	10000
4444	0	10000
4446	0	10000
4448	0	10000
4450	0	10000
4452	0	10000
4454	0	10000
4456	0	10000
4458	0	10000
4460	0	10000
4462	0	10000
4464	0	10000
4466	0	10000
4468	0	10000
4470	0	10000
4472	0	10000
4474	0	10000
4476	0	10000
4478	0	10000
4480	0	10000
4482	0	10000
4484	0	10000
4486	0	10000
4488	0	10000
4490	0	10000
4492	0	10000
4494	0	10000
4496	0	10000
4498	0	10000
4500	0	10000
4502	0	10000
4504	0	10000
4506	0	10000
4508	0	10000
4510	0	10000
4512	0	10000
4514	0	10000
4516	0	10000
4518	0	10000
4520	0	10000
4522	0	10000
4524	0	10000
4526	0	10000
4528	0	10000
4530	0	10000
4532	0	10000
4534	0	10000
4536	0	10000
4538	0	10000
4540	0	10000
4542	0	10000
4544	0	10000
4546	0	10000
4548	0	10000
4550	0	10000
4552	0	10000
4554	0	10000
4556	0	10000
4558	0	10000
4560	0	10000
4562	0	10000
4564	0	10000
4566	0	10000
4568	0	10000
4570	0	10000
4572	0	10000
4574	0	10000
4576	0	10000
4578	0	10000
4580	0	10000
4582	0	10000
4584	0	10000
4586	0	10000
4588	0	10000
4590	0	10000
4592	0	10000
4594	0	10000
4596	0	10000
4598	0	10000
4600	0	10000
4602	0	10000
4604	0	10000
4606	0	10000
4608	0	10000
4610	0	10000
4612	0	10000
4614	0	10000
4616	0	10000
4618	0	10000
4620	0	10000
4622	0	10000
4624	0	10000
4626	0	10000
4628	0	10000
4630	0	10000
4632	0	10000
4634	0	10000
4636	0	10000
4638	0	10000
4640	0	10000
4642	0	10000
4644	0	10000
4646	0	10000
4648	0	10000
4650	0	10000
4652	0	10000
4654	0	10000
4656	0	10000
4658	0	10000
4660	0	10000
4662	0	10000
4664	0	10000
4666	0	10000
4668	0	10000
4670	0	10000
4672	0	10000
4674	0	10000
4676	0	10000
4678	0	10000
4680	0	10000
4682	0	10000
4684	0	10000
4686	0	10000
4688	0	10000
4690	0	10000
4692	0	10000
4694	0	10000
4696	0	10000
4698	0	10000
4700	0	10000
4702	0	10000
4704	0	10000
4706	0	10000
4708	0	10000
4710	0	10000
4712	0	10000
4714	0	10000
4716	0	10000
4718	0	10000
4720	0	10000
4722	0	10000
4724	0	10000
4726	0	10000
4728	0	10000
4730	0	10000
4732	0	10000
4734	0	10000
4736	0	10000
4738	0	10000
4740	0	10000
4742	0	10000
4744	0	10000
4746	0	10000
4748	0	10000
4750	0	10000
4752	0	10000
4754	0	10000
4756	0	10000
4758	0	10000
4760	0	10000
4762	0	10000
4764	0	10000
4766	0	10000
4768	0	10000
4770	0	10000
4772	0	10000
4774	0	10000
4776	0	10000
4778	0	10000
4780	0	10000
4782	0	10000
4784	0	10000
4786	0	10000
4788	0	10000
4790	0	10000
4792	0	10000
4794	0	10000
4796	0	10000
4798	0	10000
4800	0	10000
4802	0	10000
4804	0	10000
4806	0	10000
4808	0	10000
4810	0	10000
4812	0	10000
4814	0	10000
4816	0	10000
4818	0	10000
4820	0	10000
4822	0	10000
4824	0	10000
4826	0	10000
4828	0	10000
4830	0	10000
4832	0	10000
4834	0	10000
4836	0	10000
4838	0	10000
4840	0	10000
4842	0	10000
4844	0	10000
4846	0	10000
4848	0	10000
4850	0	10000
4852	0	10000
4854	0	10000
4856	0	10000
4858	0	10000
4860	0	10000
4862	0	10000
4864	0	10000
4866	0	10000
4868	0	10000
4870	0	10000
4872	0	10000
4874	0	10000
4876	0	10000
4878	0	10000
4880	0	10000
4882	0	10000
4884	0	10000
4886	0	10000
4888	0	10000
4890	0	10000
4892	0	10000
4894	0	10000
4896	0	10000
4898	0	10000
4900	0	10000
4902	0	10000
4904	0	10000
4906	0	10000
4908	0	10000
4910	0	10000
4912	0	10000
4914	0	10000
4916	0	10000
4918	0	10000
4920	0	10000
4922	0	10000
4924	0	10000
4926	0	10000
4928	0	10000
4930	0	10000
4932	0	10000
4934	0	10000
4936	0	10000
4938	0	10000
4940	0	10000
4942	0	10000
4944	0	10000
4946	0	10000
4948	0	10000
4950	0	10000
4952	0	10000
4954	0	10000
4956	0	10000
4958	0	10000
4960	0	10000
4962	0	10000
4964	0	10000
4966	0	10000
4968	0	10000
4970	0	10000
4972	0	10000
4974	0	10000
4976	0	10000
4978	0	10000
4980	0	10000
4982	0	10000
4984	0	10000
4986	0	10000
4988	0	10000
4990	0	10000
4992	0	10000
4994	0	10000
4996	0	10000
4998	0	10000
5000	0	10000
5002	0	10000
5004	0	10000
5006	0	10000
5008	0	10000
5010	0	10000
5012	0	10000
5014	0	10000
5016	0	10000
5018	0	10000
5020	0	10000
5022	0	10000
5024	0	10000
5026	0	10000
5028	0	10000
5030	0	10000
5032	0	10000
5034	0	10000
5036	0	10000
5038	0	10000
5040	0	10000
5042	0	10000
5044	0	10000
5046	0	10000
5048	0	10000
5050	0	10000
5052	0	10000
5054	0	10000
5056	0	10000
5058	0	10000
5060	0	10000
5062	0	10000
5064	0	10000
5066	0	10000
5068	0	10000
5070	0	10000
5072	0	10000
5074	0	10000
5076	0	10000
5078	0	10000
5080	0	10000
5082	0	10000
5084	0	10000
5086	0	10000
5088	0	10000
5090	0	10000
5092	0	10000
5094	0	10000
5096	0	10000
5098	0	10000
5100	0	10000
5102	0	10000
5104	0	10000
5106	0	10000
5108	0	10000
5110	0	10000
5112	0	10000
5114	0	10000
5116	0	10000
5118	0	10000
5120	0	10000
5122	0	10000
5124	0	10000
5126	0	10000
5128	0	10000
5130	0	10000
5132	0	10000
5134	0	10000
5136	0	10000
5138	0	10000
5140	0	10000
5142	0	10000
5144	0	10000
5146	0	10000
5148	0	10000
5150	0	10000
5152	0	10000
5154	0	10000
5156	0	10000
5158	0	10000
5160	0	10000
5162	0	10000
5164	0	10000
5166	0	10000
5168	0	10000
5170	0	10000
5172	0	10000
5174	0	10000
5176	0	10000
5178	0	10000
5180	0	10000
5182	0	10000
5184	0	10000
5186	0	10000
5188	0	10000
5190	0	10000
5192	0	10000
5194	0	10000
5196	0	10000
5198	0	10000
5200	0	10000
5202	0	10000
5204	0	10000
5206	0	10000
5208	0	10000
5210	0	10000
5212	0	10000
5214	0	10000
5216	0	10000
5218	0	10000
5220	0	10000
5222	0	10000
5224	0	10000
5226	0	10000
5228	0	10000
5230	0	10000
5232	0	10000
5234	0	10000
5236	0	10000
5238	0	10000
5240	0	10000
5242	0	10000
5244	0	10000
5246	0	10000
5248	0	10000
5250	0	10000
5252	0	10000
5254	0	10000
5256	0	10000
5258	0	10000
5260	0	10000
5262	0	10000
5264	0	10000
5266	0	10000
5268	0	10000
5270	0	10000
5272	0	10000
5274	0	10000
5276	0	10000
5278	0	10000
5280	0	10000
5282	0	10000
5284	0	10000
5286	0	10000
5288	0	10000
5290	0	10000
5292	0	10000
5294	0	10000
5296	0	10000
5298	0	10000
5300	0	10000
5302	0	10000
5304	0	10000
5306	0	10000
5308	0	10000
5310	0	10000
5312	0	10000
5314	0	10000
5316	0	10000
5318	0	10000
5320	0	10000
5322	0	10000
5324	0	10000
5326	0	10000
5328	0	10000
5330	0	10000
5332	0	10000
5334	0	10000
5336	0	10000
5338	0	10000
5340	0	10000
5342	0	10000
5344	0	10000
5346	0	10000
5348	0	10000
5350	0	10000
5352	0	10000
5354	0	10000
5356	0	10000
5358	0	10000
5360	0	10000
5362	0	10000
5364	0	10000
5366	0	10000
5368	0	10000
5370	0	10000
5372	0	10000
5374	0	10000
5376	0	10000
5378	0	10000
5380	0	10000
5382	0	10000
5384	0	10000
5386	0	10000
5388	0	10000
5390	0	10000
5392	0	10000
5394	0	10000
5396	0	10000
5398	0	10000
5400	0	10000
5402	0	10000
5404	0	10000
5406	0	10000
5408	0	10000
5410	0	10000
5412	0	10000
5414	0	10000
5416	0	10000
5418	0	10000
5420	0	10000
5422	0	10000
5424	0	10000
5426	0	10000
5428	0	10000
5430	0	10000
5432	0	10000
5434	0	10000
5436	0	10000
5438	0	10000
5440	0	10000
5442	0	10000
5444	0	10000
5446	0	10000
5448	0	10000
5450	0	10000
5452	0	10000
5454	0	10000
5456	0	10000
5458	0	10000
5460	0	10000
5462	0	10000
5464	0	10000
5466	0	10000
5468	0	10000
5470	0	10000
5472	0	10000
5474	0	10000
5476	0	10000
5478	0	10000
5480	0	10000
5482	0	10000
5484	0	10000
5486	0	10000
5488	0	10000
5490	0	10000
5492	0	10000
5494	0	10000
5496	0	10000
5498	0	10000
5500	0	10000
5502	0	10000
5504	0	10000
5506	0	10000
5508	0	10000
5510	0	10000
5512	0	10000
5514	0	10000
5516	0	10000
5518	0	10000
5520	0	10000
5522	0	10000
5524	0	10000
5526	0	10000
5528	0	10000
5530	0	10000
5532	0	10000
5534	0	10000
5536	0	10000
5538	0	10000
5540	0	10000
5542	0	10000
5544	0	10000
5546	0	10000
5548	0	10000
5550	0	10000
5552	0	10000
5554	0	10000
5556	0	10000
5558	0	10000
5560	0	10000
5562	0	10000
5564	0	10000
5566	0	10000
5568	0	10000
5570	0	10000
5572	0	10000
5574	0	10000
5576	0	10000
5578	0	10000
5580	0	10000
5582	0	10000
5584	0	10000
5586	0	10000
5588	0	10000
5590	0	10000
5592	0	10000
5594	0	10000
5596	0	10000
5598	0	10000
5600	0	10000
5602	0	10000
5604	0	10000
5606	0	10000
5608	0	10000
5610	0	10000
5612	0	10000
5614	0	10000
5616	0	10000
5618	0	10000
5620	0	10000
5622	0	10000
5624	0	10000
5626	0	10000
5628	0	10000
5630	0	10000
5632	0	10000
5634	0	10000
5636	0	10000
5638	0	10000
5640	0	10000
5642	0	10000
5644	0	10000
5646	0	10000
5648	0	10000
5650	0	10000
5652	0	10000
5654	0	10000
5656	0	10000
5658	0	10000
5660	0	10000
5662	0	10000
5664	0	10000
5666	0	10000
5668	0	10000
5670	0	10000
5672	0	10000
5674	0	10000
5676	0	10000
5678	0	10000
5680	0	10000
5682	0	10000
5684	0	10000
5686	0	10000
5688	0	10000
5690	0	10000
5692	0	10000
5694	0	10000
5696	0	10000
5698	0	10000
5700	0	10000
5702	0	10000
5704	0	10000
5706	0	10000
5708	0	10000
5710	0	10000
5712	0	10000
5714	0	10000
5716	0	10000
5718	0	10000
5720	0	10000
5722	0	10000
5724	0	10000
5726	0	10000
5728	0	10000
5730	0	10000
5732	0	10000
5734	0	10000
5736	0	10000
5738	0	10000
5740	0	10000
5742	0	10000
5744	0	10000
5746	0	10000
5748	0	10000
5750	0	10000
5752	0	10000
5754	0	10000
5756	0	10000
5758	0	10000
5760	0	10000
5762	0	10000
5764	0	10000
5766	0	10000
5768	0	10000
5770	0	10000
5772	0	10000
5774	0	10000
5776	0	10000
5778	0	10000
5780	0	10000
5782	0	10000
5784	0	10000
5786	0	10000
5788	0	10000
5790	0	10000
5792	0	10000
5794	0	10000
5796	0	10000
5798	0	10000
5800	0	10000
5802	0	10000
5804	0	10000
5806	0	10000
5808	0	10000
5810	0	10000
5812	0	10000
5814	0	10000
5816	0	10000
5818	0	10000
5820	0	10000
5822	0	10000
5824	0	10000
5826	0	10000
5828	0	10000
5830	0	10000
5832	0	10000
5834	0	10000
5836	0	10000
5838	0	10000
5840	0	10000
5842	0	10000
5844	0	10000
5846	0	10000
5848	0	10000
5850	0	10000
5852	0	10000
5854	0	10000
5856	0	10000
5858	0	10000
5860	0	10000
5862	0	10000
5864	0	10000
5866	0	10000
5868	0	10000
5870	0	10000
5872	0	10000
5874	0	10000
5876	0	10000
5878	0	10000
5880	0	10000
5882	0	10000
5884	0	10000
5886	0	10000
5888	0	10000
5890	0	10000
5892	0	10000
5894	0	10000
5896	0	10000
5898	0	10000
5900	0	10000
5902	0	10000
5904	0	10000
5906	0	10000
5908	0	10000
5910	0	10000
5912	0	10000
5914	0	10000
5916	0	10000
5918	0	10000
5920	0	10000
5922	0	10000
5924	0	10000
5926	0	10000
5928	0	10000
5930	0	10000
5932	0	10000
5934	0	10000
5936	0	10000
5938	0	10000
5940	0	10000
5942	0	10000
5944	0	10000
5946	0	10000
5948	0	10000
5950	0	10000
5952	0	10000
5954	0	10000
5956	0	10000
5958	0	10000
5960	0	10000
5962	0	10000
5964	0	10000
5966	0	10000
5968	0	10000
5970	0	10000
5972	0	10000
5974	0	10000
5976	0	10000
5978	0	10000
5980	0	10000
5982	0	10000
5984	0	10000
5986	0	10000
5988	0	10000
5990	0	10000
5992	0	10000
5994	0	10000
5996	0	10000
5998	0	10000
6000	0	10000
6002	0	10000
6004	0	10000
6006	0	10000
6008	0	10000
6010	0	10000
6012	0	10000
6014	0	10000
6016	0	10000
6018	0	10000
6020	0	10000
6022	0	10000
6024	0	10000
6026	0	10000
6028	0	10000
6030	0	10000
6032	0	10000
6034	0	10000
6036	0	10000
6038	0	10000
6040	0	10000
6042	0	10000
6044	0	10000
6046	0	10000
6048	0	10000
6050	0	10000
6052	0	10000
6054	0	10000
6056	0	10000
6058	0	10000
6060	0	10000
6062	0	10000
6064	0	10000
6066	0	10000
6068	0	10000
6070	0	10000
6072	0	10000
6074	0	10000
6076	0	10000
6078	0	10000
6080	0	10000
6082	0	10000
6084	0	10000
6086	0	10000
6088	0	10000
6090	0	10000
6092	0	10000
6094	0	10000
6096	0	10000
6098	0	10000
6100	0	10000
6102	0	10000
6104	0	10000
6106	0	10000
6108	0	10000
6110	0	10000
6112	0	10000
6114	0	10000
6116	0	10000
6118	0	10000
6120	0	10000
6122	0	10000
6124	0	10000
6126	0	10000
6128	0	10000
6130	0	10000
6132	0	10000
6134	0	10000
6136	0	10000
6138	0	10000
6140	0	10000
6142	0	10000
6144	0	10000
6146	0	10000
6148	0	10000
6150	0	10000
6152	0	10000
6154	0	10000
6156	0	10000
6158	0	10000
6160	0	10000
6162	0	10000
6164	0	10000
6166	0	10000
6168	0	10000
6170	0	10000
6172	0	10000
6174	0	10000
6176	0	10000
6178	0	10000
6180	0	10000
6182	0	10000
6184	0	10000
6186	0	10000
6188	0	10000
6190	0	10000
6192	0	10000
6194	0	10000
6196	0	10000
6198	0	10000
6200	0	10000
6202	0	10000
6204	0	10000
6206	0	10000
6208	0	10000
6210	0	10000
6212	0	10000
6214	0	10000
6216	0	10000
6218	0	10000
6220	0	10000
6222	0	10000
6224	0	10000
6226	0	10000
6228	0	10000
6230	0	10000
6232	0	10000
6234	0	10000
6236	0	10000
6238	0	10000
6240	0	10000
6242	0	10000
6244	0	10000
6246	0	10000
6248	0	10000
6250	0	10000
6252	0	10000
6254	0	10000
6256	0	10000
6258	0	10000
6260	0	10000
6262	0	10000
6264	0	10000
6266	0	10000
6268	0	10000
6270	0	10000
6272	0	10000
6274	0	10000
6276	0	10000
6278	0	10000
6280	0	10000
6282	0	10000
6284	0	10000
6286	0	10000
6288	0	10000
6290	0	10000
6292	0	10000
6294	0	10000
6296	0	10000
6298	0	10000
6300	0	10000
6302	0	10000
6304	0	10000
6306	0	10000
6308	0	10000
6310	0	10000
6312	0	10000
6314	0	10000
6316	0	10000
6318	0	10000
6320	0	10000
6322	0	10000
6324	0	10000
6326	0	10000
6328	0	10000
6330	0	10000
6332	0	10000
6334	0	10000
6336	0	10000
6338	0	10000
6340	0	10000
6342	0	10000
6344	0	10000
6346	0	10000
6348	0	10000
6350	0	10000
6352	0	10000
6354	0	10000
6356	0	10000
6358	0	10000
6360	0	10000
6362	0	10000
6364	0	10000
6366	0	10000
6368	0	10000
6370	0	10000
6372	0	10000
6374	0	10000
6376	0	10000
6378	0	10000
6380	0	10000
6382	0	10000
6384	0	10000
6386	0	10000
6388	0	10000
6390	0	10000
6392	0	10000
6394	0	10000
6396	0	10000
6398	0	10000
6400	0	10000
6402	0	10000
6404	0	10000
6406	0	10000
6408	0	10000
6410	0	10000
6412	0	10000
6414	0	10000
6416	0	10000
6418	0	10000
6420	0	10000
6422	0	10000
6424	0	10000
6426	0	10000
6428	0	10000
6430	0	10000
6432	0	10000
6434	0	10000
6436	0	10000
6438	0	10000
6440	0	10000
6442	0	10000
6444	0	10000
6446	0	10000
6448	0	10000
6450	0	10000
6452	0	10000
6454	0	10000
6456	0	10000
6458	0	10000
6460	0	10000
6462	0	10000
6464	0	10000
6466	0	10000
6468	0	10000
6470	0	10000
6472	0	10000
6474	0	10000
6476	0	10000
6478	0	10000
6480	0	10000
6482	0	10000
6484	0	10000
6486	0	10000
6488	0	10000
6490	0	10000
6492	0	10000
6494	0	10000
6496	0	10000
6498	0	10000
6500	0	10000
6502	0	10000
6504	0	10000
6506	0	10000
6508	0	10000
6510	0	10000
6512	0	10000
6514	0	10000
6516	0	10000
6518	0	10000
6520	0	10000
6522	0	10000
6524	0	10000
6526	0	10000
6528	0	10000
6530	0	10000
6532	0	10000
6534	0	10000
6536	0	10000
6538	0	10000
6540	0	10000
6542	0	10000
6544	0	10000
6546	0	10000
6548	0	10000
6550	0	10000
6552	0	10000
6554	0	10000
6556	0	10000
6558	0	10000
6560	0	10000
6562	0	10000
6564	0	10000
6566	0	10000
6568	0	10000
6570	0	10000
6572	0	10000
6574	0	10000
6576	0	10000
6578	0	10000
6580	0	10000
6582	0	10000
6584	0	10000
6586	0	10000
6588	0	10000
6590	0	10000
6592	0	10000
6594	0	10000
6596	0	10000
6598	0	10000
6600	0	10000
6602	0	10000
6604	0	10000
6606	0	10000
6608	0	10000
6610	0	10000
6612	0	10000
6614	0	10000
6616	0	10000
6618	0	10000
6620	0	10000
6622	0	10000
6624	0	10000
6626	0	10000
6628	0	10000
6630	0	10000
6632	0	10000
6634	0	10000
6636	0	10000
6638	0	10000
6640	0	10000
6642	0	10000
6644	0	10000
6646	0	10000
6648	0	10000
6650	0	10000
6652	0	10000
6654	0	10000
6656	0	10000
6658	0	10000
6660	0	10000
6662	0	10000
6664	0	10000
6666	0	10000
6668	0	10000
6670	0	10000
6672	0	10000
6674	0	10000
6676	0	10000
6678	0	10000
6680	0	10000
6682	0	10000
6684	0	10000
6686	0	10000
6688	0	10000
6690	0	10000
6692	0	10000
6694	0	10000
6696	0	10000
6698	0	10000
6700	0	10000
6702	0	10000
6704	0	10000
6706	0	10000
6708	0	10000
6710	0	10000
6712	0	10000
6714	0	10000
6716	0	10000
6718	0	10000
6720	0	10000
6722	0	10000
6724	0	10000
6726	0	10000
6728	0	10000
6730	0	10000
6732	0	10000
6734	0	10000
6736	0	10000
6738	0	10000
6740	0	10000
6742	0	10000
6744	0	10000
6746	0	10000
6748	0	10000
6750	0	10000
6752	0	10000
6754	0	10000
6756	0	10000
6758	0	10000
6760	0	10000
6762	0	10000
6764	0	10000
6766	0	10000
6768	0	10000
6770	0	10000
6772	0	10000
6774	0	10000
6776	0	10000
6778	0	10000
6780	0	10000
6782	0	10000
6784	0	10000
6786	0	10000
6788	0	10000
6790	0	10000
6792	0	10000
6794	0	10000
6796	0	10000
6798	0	10000
6800	0	10000
6802	0	10000
6804	0	10000
6806	0	10000
6808	0	10000
6810	0	10000
6812	0	10000
6814	0	10000
6816	0	10000
6818	0	10000
6820	0	10000
6822	0	10000
6824	0	10000
6826	0	10000
6828	0	10000
6830	0	10000
6832	0	10000
6834	0	10000
6836	0	10000
6838	0	10000
6840	0	10000
6842	0	10000
6844	0	10000
6846	0	10000
6848	0	10000
6850	0	10000
6852	0	10000
6854	0	10000
6856	0	10000
6858	0	10000
6860	0	10000
6862	0	10000
6864	0	10000
6866	0	10000
6868	0	10000
6870	0	10000
6872	0	10000
6874	0	10000
6876	0	10000
6878	0	10000
6880	0	10000
6882	0	10000
6884	0	10000
6886	0	10000
6888	0	10000
6890	0	10000
6892	0	10000
6894	0	10000
6896	0	10000
6898	0	10000
6900	0	10000
6902	0	10000
6904	0	10000
6906	0	10000
6908	0	10000
6910	0	10000
6912	0	10000
6914	0	10000
6916	0	10000
6918	0	10000
6920	0	10000
6922	0	10000
6924	0	10000
6926	0	10000
6928	0	10000
6930	0	10000
6932	0	10000
6934	0	10000
6936	0	10000
6938	0	10000
6940	0	10000
6942	0	10000
6944	0	10000
6946	0	10000
6948	0	10000
6950	0	10000
6952	0	10000
6954	0	10000
6956	0	10000
6958	0	10000
6960	0	10000
6962	0	10000
6964	0	10000
6966	0	10000
6968	0	10000
6970	0	10000
6972	0	10000
6974	0	10000
6976	0	10000
6978	0	10000
6980	0	10000
6982	0	10000
6984	0	10000
6986	0	10000
6988	0	10000
6990	0	10000
6992	0	10000
6994	0	10000
6996	0	10000
6998	0	10000
7000	0	10000
7002	0	10000
7004	0	10000
7006	0	10000
7008	0	10000
7010	0	10000
7012	0	10000
7014	0	10000
7016	0	10000
7018	0	10000
7020	0	10000
7022	0	10000
7024	0	10000
7026	0	10000
7028	0	10000
7030	0	10000
7032	0	10000
7034	0	10000
7036	0	10000
7038	0	10000
7040	0	10000
7042	0	10000
7044	0	10000
7046	0	10000
7048	0	10000
7050	0	10000
7052	0	10000
7054	0	10000
7056	0	10000
7058	0	10000
7060	0	10000
7062	0	10000
7064	0	10000
7066	0	10000
7068	0	10000
7070	0	10000
7072	0	10000
7074	0	10000
7076	0	10000
7078	0	10000
7080	0	10000
7082	0	10000
7084	0	10000
7086	0	10000
7088	0	10000
7090	0	10000
7092	0	10000
7094	0	10000
7096	0	10000
7098	0	10000
7100	0	10000
7102	0	10000
7104	0	10000
